Sr No.,text,Emotion,sentiment
9283,Yeah.,neutral,neutral
9284,I missed this.,joy,positive
9285,Me too.,anger,negative
9286,"So, you wanna get a hamburger or something?",neutral,neutral
9287,Yes! Yes! Yes! Yes! Awww!,joy,positive
9288,"Hey, its your Thanksgiving too, y'know, instead of watching football, you could help.",anger,negative
9289,We will.,neutral,neutral
9290,"Okay, Rachel, you wanna put the marshmellows in concentric circles.",neutral,neutral
9291,"No Mon,",neutral,neutral
9292,Every year.,neutral,neutral
9294,Hey! Ross!,joy,positive
9295,Die Hard,neutral,neutral
9296,"Yep. Hey, what do you say we make it a double feature?",neutral,neutral
9297,Whatd you rent?,neutral,neutral
9298,Die Hard 2,neutral,neutral
9299,"Joey, this is",neutral,neutral
9300,"Oh, well we watch it a second time and its",neutral,neutral
9301,"Joey, we",neutral,neutral
9302,And?,neutral,neutral
9303,And itll be cool to see it again! Yeah!,joy,positive
9304,Die Hard,neutral,neutral
9305,"Dude, you didnt say",neutral,neutral
9306,"Yeah, I just got uh, got plans.",neutral,neutral
9307,"Well, John McClane had plans!",anger,negative
9308,"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.",neutral,neutral
9309,What are you talking about? Bitch.,anger,negative
9310,I know you botched that operation on purpose.,joy,positive
9311,"I can't prove    it yet, but when I do, you'll be going to jail for murder.",anger,negative
9312,I don't care if you    are my brother.,disgust,negative
9313,"Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!",joy,positive
9314,Stop going through my stuff !,anger,negative
9315,Hey!,joy,positive
9316,Hey!,joy,positive
9317,"I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey.",anger,negative
9318,"No, you can't! Friends hooking up is a bad idea.",fear,negative
9319,"Please, what about you and Chandler?",anger,negative
9320,That's different! I was drunk and stupid!,anger,negative
9321,Well hello !,anger,negative
9322,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,neutral,neutral
9323,"I could, I could but I don't want to! I want to kiss Joey!",anger,negative
9324,Alright . I think it's a big mistake but it's your decision.,neutral,neutral
9325,I'm gonna do it.,joy,positive
9326,And I can't stop you.,neutral,neutral
9327,No.,neutral,neutral
9328,"Hey Rach, have you seen Charlie anywhere?",neutral,neutral
9329,I'm smarter than,neutral,neutral
9330,"Oh, hey, Gunther, check this out.",joy,positive
9331,"Yeah, that-that Chandler cracks me up.",joy,positive
9332,"Hey Ross, listen, you want anything to drink, cause Im heading up there.",neutral,neutral
9333,"Uh, yeah, Ill take a coffee. Thanks, man.",neutral,neutral
9334,Sure.  Coffee? Cause Im going up there.,joy,positive
9335,No.,neutral,neutral
9336,"No, thank you.",neutral,neutral
9337,"You guys need anything, cause Im heading up there.",neutral,neutral
9338,Id love an ice water.,neutral,neutral
9339,You got it.,neutral,neutral
9340,"Joey, what are you doing?",surprise,negative
9341,Just being friendly.,anger,negative
9342,"Joey, honey, I dont think youre supposed to go back there.",anger,negative
9343,"Nah, its okay. Right, Gunther?",neutral,neutral
9344,Dont wink at me. And put on your apron.,anger,negative
9345,"Okay, but I dont see you asking any other paying customers to put on aprons.",sadness,negative
9346,"Joey, do you work here?",surprise,negative
9347,No.,neutral,neutral
9348,"Hey, waiter.",neutral,neutral
9349,Yeah?,neutral,neutral
9350,"Youve reached Monica and Chandlers, if youre listening to this message, were probably screening.  Yeah we are.",neutral,neutral
9351,"Hi, this is Heldi from the Morgan Chase museum.",neutral,neutral
9352,Im calling for Monica Geller.,neutral,neutral
9353,"I want to let her know that there was a cancellation and if shes still interested in having the Bing-Geller wedding at our facility, it is available",neutral,neutral
9354,"This is Chandler Bing! This is Chandler Bing!  Yes, the groomNo! Not the groom!!",surprise,negative
9355,Thank you.,neutral,neutral
9356,Thanks.,neutral,neutral
9357,I can't believe this! This is like the worst night ever!,anger,negative
9358,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,neutral,neutral
9359,"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",sadness,negative
9360,So go fix it!,neutral,neutral
9361,Go find Chandler!,neutral,neutral
9362,He's probably up in your room!,sadness,negative
9363,Tell him that you're sorry and that you love him.,anger,negative
9364,Y'know what? You're right Phoebe. You're right. Thank you!,joy,positive
9365,"Sure!   Yeah! Las Vegas, number one!",joy,positive
9366,Anybody lose this?,neutral,neutral
9367,Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!,joy,positive
9368,Hmm.,neutral,neutral
9369,Do you remember where the duck food is?,neutral,neutral
9370,"Yeah, its in the guys apartment under the sink. Why?",surprise,negative
9371,Because Im going to London.,neutral,neutral
9372,What?! What do you mean youre going to London?,surprise,negative
9373,"Yeah, I have to tell Ross that I love him.",neutral,neutral
9374,"Now honey, you take care, you dont have those babies until I get back.",neutral,neutral
9375,"IRachel, you cant go! Ross loves Emily!",fear,negative
9376,"Yeah, I know, I know, I know he does.",fear,negative
9377,But I have to tell him how I feel!,sadness,negative
9378,He deserves to have all the information and then he can make an informed decision.,neutral,neutral
9379,Thats not why youre going!,sadness,negative
9380,"Youre going because you hope hes gonna say, ""Yeah, I love you too, Rach.",sadness,negative
9381,"Forget that British chippy.""",sadness,negative
9382,OhhDo you think he will?!,surprise,positive
9383,No!,sadness,negative
9384,Because hes in love with the British chippy!,sadness,negative
9385,"Look, Rachel, if you go, youre just gonna mess with his head and ruin his wedding!",anger,negative
9386,"Yknow, its too late!",anger,negative
9387,You missed youre chance!,sadness,negative
9388,"Im sorry, I know this must be really hard, its over.",sadness,negative
9389,"Yknow what? No. Its not over until someone says, ""I do.""",anger,negative
9390,"I do! I do! I do!  I do!  Ugh, like I can really chase you. Im carrying a litter.",joy,positive
9391,So is everybody here?,neutral,neutral
9392,I got here a little early myself.,neutral,neutral
9393,Let us begin.,neutral,neutral
9394,"Now, the hydrosaurids have been unearthed in two main locations.",neutral,neutral
9395,Here.,neutral,neutral
9396,Here.,neutral,neutral
9397,Now as for the hydrosaurs,neutral,neutral
9398,"Well, so anyway Beth, what Im saying is I shouldve considered your feelings before I went home with you that night.",neutral,neutral
9399,"Ive ah, Ive recently learned whats it like to be on your side of it, and Im sorry.",sadness,negative
9400,"So, do you think you can forgive me?",sadness,negative
9401,Great.,joy,positive
9402,Thanks.,joy,positive
9403,"Okay, bye.",neutral,neutral
9404,"Hello, Jennifer?",neutral,neutral
9405,"Oh hi, Mrs. Loreo, is Jennifer there?",surprise,positive
9406,"Oh, shes not home huh?",surprise,negative
9407,"Well ah, actually I kinda need to talk to you too.",neutral,neutral
9408,Hey!,anger,negative
9409,Hi.,neutral,neutral
9410,Are you all right?,neutral,neutral
9411,Uhh… I think I just got engaged.,fear,negative
9412,Oh my God! He did it?,surprise,positive
9413,Well…did you know he was gonna ask me?,joy,positive
9414,Are you kidding?,surprise,positive
9415,I’m like the one who talked him into it.,joy,positive
9416,I  like to think of myself as the puppet master of the group.,sadness,negative
9417,And you really think this is a good idea?,sadness,negative
9418,"I just talked him into it, don’t tell me I have to do you too.  The puppet master gets tired people.",neutral,neutral
9419,I just don’t know! It just doesn’t feel right.,sadness,negative
9420,"Why?! You two are so meant to be together, everybody thinks  so.",surprise,positive
9421,Really?! Even Ross?,surprise,negative
9422,Especially Ross!,joy,positive
9423,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come  back later.",neutral,neutral
9424,"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll  come back.",surprise,positive
9425,"There he goes, your fiancée.",joy,positive
9426,I guess so.,neutral,neutral
9427,Although he does play with himself in his sleep.,neutral,neutral
9428,I can’t say that I’m surprised.,neutral,neutral
9429,"Oh, that is so unfortunate.",sadness,negative
9430,What?,neutral,neutral
9431,Cute naked guy is really starting to put on weight.,joy,positive
9432,"Okay, Ill be back in just a minute. Oh, Phoebe Im sorry that I left lipstick marks on the phone.",neutral,neutral
9433,You didnt leave lipstick marks on the phone.,neutral,neutral
9434,"Oh, then it mustve been you. Bye.",neutral,neutral
9435,Bye-bye!  Thats why I moved out.,joy,positive
9436,"Hey, y'know while were on that, when are you gonna tell my sister that you dont live here anymore.",neutral,neutral
9437,I think on some levels she already knows.,neutral,neutral
9438,Night Mon. Night Julio.,neutral,neutral
9438,Adiós.,neutral,neutral
9440,"Look Julio, someone left their book here.",surprise,negative
9441,"Ah actually, that is mine.",neutral,neutral
9442,"Oh yeah, what are you reading?",neutral,neutral
9443,"Flowers of Evil, by Beaudalire. Have you read it?",neutral,neutral
9444,"Have I read it?  No, are you enjoying it?",neutral,neutral
9445,"I thought I would, but the translation's no good.",neutral,neutral
9446,Your a poet and don't know it.,neutral,neutral
9447,"Actually I ah, I am a poet.",neutral,neutral
9448,"Oh, then you do know it.  So um what kind of things do you write about?",neutral,neutral
9449,"Things that move me. The, the shadow of a tree, a child laughing, or this lip.",neutral,neutral
9450,Mine?  Right here?,neutral,neutral
9451,I can write an epic poem about this lip.,joy,positive
9452,"How would that go?  Well, it didn't rhyme, but I liked it.",joy,positive
9453,"Last stop, Montreal. This stop is Montreal.",neutral,neutral
9454,What?,surprise,negative
9455,"I made a bet with myself that you have beautiful eyes. Now that I see them, I win.",neutral,neutral
9456,What?,surprise,negative
9457,Were at my stop. But would you like to have coffee?,neutral,neutral
9458,Are we really in Montreal?!,surprise,negative
9459,"Yes we are. So, coffee?",neutral,neutral
9460,"Coffee sounds great.  Wait, so, so you live in Montreal?",neutral,neutral
9461,"Oh, no. But its just a two hour ferry ride to Nova Scotia.",neutral,neutral
9462,"Okay, heres batch 22.",neutral,neutral
9463,"Oh, maybe thesell taste a little like your grandmothers.",anger,negative
9464,"This has a little bit of orange peel, but no nutmeg.",neutral,neutral
9465,Lets give it a shot.,neutral,neutral
9467,"Oh, what was that for? Like a bake sale?",surprise,positive
9468,"No, just a Friday night.",neutral,neutral
9469,Would she?,neutral,neutral
9470,Would she?  You ate my candy bar!,anger,negative
9471,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",disgust,negative
9472,"I know honey, Im sorry.",sadness,negative
9473,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because its remotely related to the field theyre interested in.",sadness,negative
9474,"Gee, I dont know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!",joy,positive
9475,"Oh honey, come on, Im sorry, I didnt....",sadness,negative
9476,"I dont mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",disgust,negative
9477,Hi! Is my misery amusing to you?,anger,negative
9478,"Im sorry, I wa, I wa, I was just ah....",fear,negative
9479,"Its not funny, this is actually my job.",anger,negative
9480,"Oh believe me, I-I-Ive been there. I had to sort mannequin heads at that Mannequins Plus.",neutral,neutral
9481,"Oh well then, so Im just going to go back to talking to my friend here.",joy,positive
9482,And you can go back to enjoying your little hamburger.,joy,positive
9483,"Ah, just one other thing.",neutral,neutral
9484,Yes?!,joy,positive
9485,"I ah, I work at",neutral,neutral
9486,Do you want my pickle?,neutral,neutral
9487,Do you think they have yesterday's daily news?,neutral,neutral
9488,Why?,surprise,negative
9489,"Just wanna check my horoscope, see if it was right.",neutral,neutral
9490,Oh my God.,surprise,positive
9491,Phoebe.,neutral,neutral
9492,"Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.",neutral,neutral
9493,"Where?  Ooh, come to Momma.",joy,positive
9494,"He's coming. Be cool, be cool, be cool.",anger,negative
9495,We should do something. Whistle.,joy,positive
9496,We are not going to whistle.,anger,negative
9497,"Come on, do it.",neutral,neutral
9498,No!,anger,negative
9499,Do it!,joy,positive
9500,No!,anger,negative
9501,Do it do it do it!,joy,positive
9502,Woo-woo!,joy,positive
9503,I can't believe you did that!,surprise,negative
9504,"Hi! Umm, Im Monica Geller, Im the chef at Alessandros.",neutral,neutral
9505,Still?,surprise,negative
9506,"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.",neutral,neutral
9507,I dont see any reason why I would do that to myself again.,joy,positive
9508,"Either eat it, or be in it.",anger,negative
9509,"Spoon?  So, what do you think?",joy,positive
9510,"Im torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",disgust,negative
9511,Thata girl! Huh? We should get out of here.. theres a new class comin in.,joy,positive
9512,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",neutral,neutral
9513,I can.,neutral,neutral
9514,"Okay, go ahead.",neutral,neutral
9515,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",neutral,neutral
9516,"Thats very good, whats your name?",neutral,neutral
9517,Monica.,neutral,neutral
9518,"Monica, you go to the head of the class.",neutral,neutral
9519,Okay.,joy,positive
9520,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",neutral,neutral
9521,But I'm told for fifty pesos you can buy a    human spleen.,neutral,neutral
9522,Human spleeeen.,neutral,neutral
9523,Olé!,joy,positive
9524,What are you doing here!,surprise,positive
9525,"Well, you said that you had customers lined up in the street,    so I am here to entertain!",joy,positive
9526,Great!,joy,positive
9527,Yeah!,joy,positive
9528,"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!",joy,positive
9529,"Yeah, ""You suck"" and ""shut up and go home"".",joy,positive
9530,Listen Phoebe...,joy,positive
9531,Yeah.,neutral,neutral
9532,"You know how much I love listening to your music, you know,    but...",neutral,neutral
9533,But what?,neutral,neutral
9534,This is kind of a classy place.,neutral,neutral
9535,"Ok, say no more.",neutral,neutral
9536,"I'm so bored! Stupid rain, we... we can't do anything.",sadness,negative
9537,"Well, I've brought some books. We could read.",neutral,neutral
9538,"Hey, it hasn't come to that yet.",joy,positive
9539,Hey hey hey! Don't mind if I do!,joy,positive
9540,"I'm sorry sir, these are for the pharmaceutical convention",neutral,neutral
9541,"Hey Rach, do you feel like going to a convention?",neutral,neutral
9542,We can't. We're not pharmacists!,sadness,negative
9543,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",neutral,neutral
9544,Kate Miller?,neutral,neutral
9545,Kate Miller it is.,neutral,neutral
9546,And... that's the most sex I'm gonna have this weekend.,joy,positive
9547,In that case should I make sure it's on real good?,neutral,neutral
9548,Thank you.,neutral,neutral
9549,Oh my God!,surprise,negative
9550,"We heard about your pants, I'm so sorry.",sadness,negative
9551,This year was supposed to be great!,anger,negative
9552,"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",disgust,negative
9553,"No. No, you're not a loser.",sadness,negative
9554,Look at me!,anger,negative
9555,"Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!",joy,positive
9556,"Oh, be-because of the leather pants.",sadness,negative
9557,"See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.",joy,positive
9559,That really is something.. that's really cool.,joy,positive
9560,Howdy partner!,joy,positive
9561,Maybe I should get another pair!,joy,positive
9562,"Ooh, y'know, they-they had some with fringe all down the sides.",joy,positive
9563,I'm gonna go kiss Ben goodnight.,joy,positive
9564,I can't believe he thinks I'm a cowboy.,joy,positive
9565,I would make a good cowboy.,joy,positive
9566,"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",neutral,neutral
9567,"Oh yeah, me too. Y'know if this shirt is dirty.  Yep.",neutral,neutral
9568,"No you didn't. You said you would, but you never did!",anger,negative
9569,Oh yeah!,surprise,negative
9570,Great nap.,neutral,neutral
9571,It really was.,neutral,neutral
9572,"Uh me? Gay? No! No. No, but I have a number of close friends who are.",joy,positive
9573,"So, lets talk about women. Im sure our female readers will be interested to know about your romantic life.",neutral,neutral
9574,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin?""",neutral,neutral
9575,"Oh, please!",disgust,negative
9576,"Hey, how you doin?",neutral,neutral
9577,Hey Mikey,neutral,neutral
9578,Hey P,neutral,neutral
9579,What are you doing?,neutral,neutral
9580,Setting rattraps,neutral,neutral
9581,To kill Bob??,surprise,negative
9582,"No, no, to test his neck strength.",neutral,neutral
9583,"No, Mike, I don't want to kill him!",anger,negative
9584,"I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.",sadness,negative
9585,"Ok, ok, I'll throw away the traps.",neutral,neutral
9586,"I'll find Bob, I'll get him.",neutral,neutral
9587,Bob?,fear,negative
9588,Bob!,sadness,negative
9589,Robert!,anger,negative
9590,"Oh wait, I think I hear him.",neutral,neutral
9591,Oh - Oh my god!,surprise,positive
9592,Bob    had babies!,surprise,positive
9593,Bob's a mom!,surprise,positive
9594,Better think of a new name for him.,neutral,neutral
9595,"I don't know, I kinda like Bob for a girl.",neutral,neutral
9596,"I don't know, I mean I'm not sure  ...",neutral,neutral
9597,"Oh my god, we killed Bob!",sadness,negative
9598,"Maybe it wasn't Bob, maybe it was a mouse.",neutral,neutral
9599,Suzie,neutral,neutral
9600,"Hmmm, soup!",joy,positive
9601,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",neutral,neutral
9602,"Oh yeah, no problem.",neutral,neutral
9603,Thanks.,neutral,neutral
9604,"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",sadness,negative
9605,Joey!,surprise,negative
9606,What one? You wanted him to invite you to the party and he did it!,surprise,positive
9607,"Yeah, but he waited until the last minute!",anger,negative
9608,"So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.",anger,negative
9609,"I said, ""No!""",anger,negative
9610,Which puts,neutral,neutral
9611,Great. So the ball is in his court?,anger,negative
9612,Ball? There is no ball.,anger,negative
9613,"Oh, hey Rach! I thought we said seven?",surprise,positive
9614,"Yeah uh, y'know what uh, let's skip it.",neutral,neutral
9615,What?! Why?!,surprise,negative
9616,"Umm, you-you and your sister seem to have umm, a very special bond, and",neutral,neutral
9617,Oh great! That,anger,negative
9619,"Do-do you, do you have brothers?",neutral,neutral
9620,"No, I have two sisters. But one of them has a very masculine energy.",neutral,neutral
9621,Are you close with them?,neutral,neutral
9622,"No-no, they're not very nice people.",neutral,neutral
9623,"Okay, listen, I really like you.",neutral,neutral
9624,Okay?,neutral,neutral
9625,I think this can go somewhere.,neutral,neutral
9626,"So what if I'm close to my family, are you gonna let that stand in the way of us?",neutral,neutral
9627,"Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of",neutral,neutral
9628,Danny! Hurry up! The bath is getting cold!,neutral,neutral
9629,What?,surprise,negative
9630,"Yeah, okay, I'll see you later.",neutral,neutral
9631,Its over.,sadness,negative
9632,"Oh, was it awful?",sadness,negative
9633,"Well, it was loong.",sadness,negative
9634,"I didnt even realise how late it was, until I noticed the 5 oclock shadow on her head.",neutral,neutral
9635,"Anyway, she didnt want to stay.",sadness,negative
9636,I called a cab. she just left.,neutral,neutral
9637,I wrote you a letter.,neutral,neutral
9638,Ohh! Thank you! I like mail.,joy,positive
9639,Its just some things Ive been thinking about.,neutral,neutral
9640,"Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.",neutral,neutral
9641,"Okay.  Wow, its-its 5:30 in the morning.  So, Id better get cracking on this baby.",neutral,neutral
9642,"Well, Ill be waiting for you, just come up when youre done.",neutral,neutral
9643,"Okay, Ill be up in,  18 pages. Front and back. Very exciting.",joy,positive
9644,The waiter carried the breadsticks in his pants!,anger,negative
9645,"Well, you said that we except the",neutral,neutral
9646,"All right, that Ill retract.",neutral,neutral
9647,"But I stand by my review, I know food and that wasnt it.",disgust,negative
9648,Youre marinara sauce tasted like tomato juice!,disgust,negative
9649,You should serve it with vodka and a piece of celery.,disgust,negative
9650,"Hey! Im proud of that sauce, its delicious.",anger,negative
9651,Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,surprise,negative
9652,Lebanon.,neutral,neutral
9653,"Hand me those tomatoes, Im gonna show you what it should taste like! Come on, hand me them.",anger,negative
9654,How long is this gonna take? Cause I got another critic to go yell at.,neutral,neutral
9655,"Okay, then what happened?",neutral,neutral
9656,Ohh. Uh-huh. Uh-huh.  You'll get your turn!,anger,negative
9657,"Hey Pheebs, what's going on?",neutral,neutral
9658,Nothing!   This is not over!,anger,negative
9659,No! No! No!,anger,negative
9660,What?!,surprise,negative
9661,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in  Actually, thanks!",sadness,negative
9662,All right! Everybody ready to go to the movies?,neutral,neutral
9663,"Uh actually, I think I'm gonna skip it.",sadness,negative
9664,Really?,surprise,positive
9665,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",sadness,negative
9666,"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.",neutral,neutral
9667,"That's okay, Joe.",neutral,neutral
9668,"All right, let's go Pheebs.",neutral,neutral
9669,Oh God!,surprise,negative
9670,That was amazing.,joy,positive
9671,I know.,neutral,neutral
9672,"Hey, do you realize we may have just changed our lives forever?",joy,positive
9673,We may have just started a family.,joy,positive
9674,"Nine months from now we can be here, having our own baby.",joy,positive
9675,"And if not, we got to do it on a bucket.",neutral,neutral
9676,Ross! You gotta stop! Okay?! You cant just stare through the peep hole for three hours! Youre gonna get peep eye!,anger,negative
9677,I knew it!,surprise,negative
9678,I knew it!,anger,negative
9679,I always knew she liked him!,anger,negative
9680,"Y'know, shed say no, but here we are!",anger,negative
9681,Right?,neutral,neutral
9682,"We just broke up, first thing she does!",anger,negative
9683,You didnt just break up.,neutral,neutral
9684,"Hey, its been like three weeks!",anger,negative
9685,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,disgust,negative
9698,"Hey, so uh, y'know how there's something I wanted to talk to you about?",neutral,neutral
9699,Oh yeah!,joy,positive
9700,"Well, y'know how I'm trying to work things out with Emily.",joy,positive
9701,"Well, there's this one thing Okay,  here goes.",neutral,neutral
9702,I made a promise that--Oh hey!,surprise,negative
9703,What?,neutral,neutral
9704,You're nose is bleeding!,surprise,negative
9705,Oh God.,sadness,negative
9706,No!,sadness,negative
9707,Oh not again!,anger,negative
9708,This-this happened when my grandfather died.,sadness,negative
9709,It's ugh!,disgust,negative
9710,Sorry.,sadness,negative
9711,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?",neutral,neutral
9712,Umm,neutral,neutral
9713,Sorry. Sorry.,sadness,negative
9714,"Okay, I uh, I can't see you anymore.",sadness,negative
9715,"Yeah, I know. It's ridiculous! I can't see you either.",neutral,neutral
9716,Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!,fear,negative
9717,"Hello, Chip.",neutral,neutral
9718,"Hey, Rach! How ya doin?",joy,positive
9719,Im great! Im great. Ive got a great job at,joy,positive
9720,"So ah, Monica ready yet?",neutral,neutral
9721,"Shell be out in a second. So, Chip, hows umm, Amy Welch?",neutral,neutral
9722,"Amy Welch? Wow! I havent seen her since... So, Monica about ready?",surprise,positive
9723,"Thats right, I love you! And-and Im gonna play with you all the time.",joy,positive
9724,How can you let him talk to your crotch like that?,surprise,negative
9725,Hes talking to the baby.,neutral,neutral
9726,Ohh!,surprise,positive
9727,Okay!,surprise,positive
9728,"Okay, cause when-when he said, ""I cant wait to hear your first words,"" I thought, ""Theres a trick.""",surprise,positive
9729,"Okay. Well, I gotta go you guys. Ill see you later.",neutral,neutral
9730,Okay.,neutral,neutral
9731,"Oh my, oh my God!",surprise,positive
9732,"Aw, its unbelievable!",surprise,positive
9733,Wow!,surprise,positive
9734,She is kicking so much!,surprise,positive
9735,"Oh, shes like ummohwhos that kind of annoying girl soccer player?",joy,positive
9736,Mia Hamm?,neutral,neutral
9737,Mia Hamm!,joy,positive
9738,Oh thats amazing.,joy,positive
9739,Oh-oh!! One hand on the sheet Joe!,surprise,negative
9740,Whoa-hey-oh! Sorry!,surprise,negative
9741,"Okay, what do you guys think?",neutral,neutral
9742,Dude!,surprise,positive
9743,I have never known love like this.,sadness,negative
9744,You really like it?,surprise,positive
9745,Dude! How-how did you write this?,surprise,positive
9746,I stole Monicas and changed the name.,neutral,neutral
9747,You cant,neutral,neutral
9748,If he goes first he can!,joy,positive
9750,Yeah!,anger,negative
9751,"Anyway, I-I still think we should try to patch things up, yknow?",neutral,neutral
9752,"Like uh, maybe we could get him to get tickets to another Knicks game and invite him.",neutral,neutral
9753,Oh wow thats a great idea! And,joy,positive
9754,Here you go.,neutral,neutral
9756,"Hey-hey-hey-ho-ho, I got this one.",joy,positive
9757,Here you go.,neutral,neutral
9758,"Yknow I gotta tell ya, sometimes I justI dont get Chandler.",neutral,neutral
9759,"Yknow, me and him do stuff all the time without you and you dont get all upset.",neutral,neutral
9760,All the time?,sadness,negative
9761,All the time!,anger,negative
9762,"Cassie, how you-how you doin on thathot dog.",neutral,neutral
9763,Im all done.,neutral,neutral
9764,Thank God.,joy,positive
9765,I guess the last time we really hung out was when our parents rented that beach house together.,neutral,neutral
9766,Oh right.,neutral,neutral
9767,Right.,neutral,neutral
9768,"Ooh, remember the time I uh, I pinned you down and tickled you til you cried?",joy,positive
9769,Were probably too old to do that now.,sadness,negative
9770,"Ill always remember that summer, because its when I got all of these freckles.",joy,positive
9771,Uh-huh! Uh-huh! And-and-and Ill always remember that summer because thats when I realized that we are related.,joy,positive
9772,"It took you that long to figure it out, huh?",surprise,negative
9773,"Well Im, Im a little slow.  Just as our children would be.",neutral,neutral
9774,Relax every muscle in your body.,neutral,neutral
9775,Listen to the plinky-plunky music.,neutral,neutral
9776,"Okay, now close you eyes, and think of a happy place.",neutral,neutral
9777,"Okay, tell me your happy place.",neutral,neutral
9778,"Richard's living room, drinking wine.",joy,positive
9779,"All right. No, no, no, not a Richard thing, just put down the glass. And get out!",anger,negative
9780,"I'm sorry, but that's my happy place.",sadness,negative
9781,"Well, okay, fine, use my happy place.",neutral,neutral
9782,"Okay, I'm just gonna, I have to ask that you don't move anything.",neutral,neutral
9783,"All right, I'll try not to.",neutral,neutral
9784,"Okay, all right, so, your in a meadow, millions of stars in the sky....",neutral,neutral
9785,Do you think breaking up with him was a huge mistake?,sadness,negative
9786,"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....",joy,positive
9787,"I'll bet he's totally over me, I'll bet he's fine.",sadness,negative
9788,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place.",neutral,neutral
9789,Okay.,neutral,neutral
9790,"Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.",joy,positive
9791,And the-the calming sounds of the babbling brook....,neutral,neutral
9792,"Okay, this isn't working. I'm still awake and now I have to pee.",disgust,negative
9793,"OK sweetie, I'll see you later.",neutral,neutral
9794,See you later Rach.,neutral,neutral
9795,Bye-bye Julie.,neutral,neutral
9796,Hey.,neutral,neutral
9797,Hey.,neutral,neutral
9798,"Hey, c'mon, cut it out.",joy,positive
9799,Hey?,neutral,neutral
9800,What?,neutral,neutral
9801,Can I ask you somethin'?,neutral,neutral
9802,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.",joy,positive
9803,Ok.,neutral,neutral
9804,"Uh, Rachel, sweetheart, could I see ya for a minute?",neutral,neutral
9805,What's up?,neutral,neutral
9806,F.Y.I..,neutral,neutral
9807,I've decided to pay a professional musician to play in here on Sunday afternoons.,neutral,neutral
9808,Her name is Stephanie... something.,neutral,neutral
9809,She's supposed to be very good.,neutral,neutral
9810,But what about Phoebe?,surprise,negative
9811,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",disgust,negative
9812,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",sadness,negative
9813,Uh...,neutral,neutral
9814,"Oh, no no no no. Oh no no no no. I have to do this to her?",fear,negative
9815,"Ahh, no.",sadness,negative
9816,Oh.,neutral,neutral
